Species,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco_type,AMF,Phenolics,Lignin,NSC,Census,Time,Event,PlantSeason,EMF_log,Synthetic
Quercus rubra,0.03351695768532323,Low,Prunus serotina,,,EMF,12.276798031504828,-0.5471810557122598,20.219823913090533,13.600471375759518,17.201743487765427,35.2,0,Monsoon,3.3880775438405375,1
Acer saccharum,0.10435886496563086,Low,Prunus serotina,,,EMF,14.713203567869114,-0.04717054278521669,14.202983206016281,11.433066065415893,10.9213277354515,6.0,0,Summer,3.69863358127712,1
Prunus serotina,0.09229089902152507,Low,Populus grandidentata,,,EMF,1.6989812218318536,5.0830685025354425,14.353344150612545,18.908245068323808,11.497319759326167,45.2,0,Monsoon,3.3738536032718414,1
Acer saccharum,0.06612042120470982,High,Populus grandidentata,,,EMF,18.15470823472989,2.7107010146695356,26.490224185642777,10.209137874039113,14.148111635553937,16.4,0,Summer,3.3570125433672304,1
Quercus alba,0.13214441765537202,Low,Acer saccharum,,,AMF,39.770800124672206,0.40327455669040535,18.93491034835964,10.279885575838728,6.745208058083368,42.5,1,Summer,3.1066519862427184,1
Quercus alba,0.032,Med,Quercus alba,,,AMF,14.17334507243469,-0.2747058569843815,24.663509424828842,23.054231535475637,32.94006314808388,11.0,0,Monsoon,3.407318166876549,1
Quercus rubra,0.13294874734875878,Low,Acer rubrum,,,EMF,12.559577736500078,0.9100092139958827,17.454449427644427,11.947313810951412,12.195738385181302,51.5,1,Summer,3.3937117048054986,1
Quercus rubra,0.10896244848332481,High,Sterile,,,AMF,33.19481458182729,2.4746974801351964,9.358525759022275,13.044891581594959,13.268484490936524,48.9,0,Summer,3.4151919515854527,1
Prunus serotina,0.079603359633408,Low,Quercus alba,,,EMF,7.766841915388317,2.7429205382385047,7.948989234142812,21.08458993570843,33.0,6.0,0,Monsoon,3.3918820312561935,1
Quercus alba,0.10900506058130059,Med,Acer saccharum,,,AMF,22.090161138402056,-0.19813068723345756,10.637320472811115,10.282680092163575,16.672415759360874,54.8,1,Summer,4.446662107497011,1
Quercus alba,0.08108036372847824,Med,Acer saccharum,,,AMF,10.294737220268004,5.099372294019419,26.440118556608045,21.85751119273768,15.994386883923672,15.3,0,Monsoon,3.332731262900117,1
Acer saccharum,0.16063684602789885,Med,Acer saccharum,,,AMF,20.862794990747368,0.07378236409263109,5.557184190075089,7.259606329056286,32.613743922217274,11.8,0,Monsoon,3.370914415568879,1
Quercus alba,0.10468508662436156,Med,Populus grandidentata,,,AMF,7.76700278806808,5.337483016847057,21.311705828202673,21.217237483354054,7.351035385869211,33.9,0,Summer,2.079863967084492,1
Quercus alba,0.056276549141510965,Low,Acer saccharum,,,AMF,15.656727828503609,5.045429797442433,24.728409946776203,19.825957454537463,32.88818089276028,39.3,1,Summer,3.654766777600078,1
Prunus serotina,0.05343472615920406,High,Populus grandidentata,,,EMF,11.225020414720808,3.8500818126101244,10.241580692914498,7.606106305707134,7.199946652674382,11.4,0,Summer,3.41275940833148,1
Acer saccharum,0.0848278757272034,Med,Acer saccharum,,,AMF,13.593098484186322,0.630571243948499,18.704698936961456,11.637731960599517,14.764561322085596,23.2,1,Monsoon,3.8247879864205205,1
Prunus serotina,0.07195066187715299,High,Prunus serotina,,,EMF,34.22199643834085,0.5904665843605733,9.072758349168552,15.815412983781687,7.039253539674716,28.7,0,Summer,3.3521229591268815,1
Acer saccharum,0.10743045878645252,Low,Quercus alba,,,EMF,18.506537163234988,-0.28230612717122866,10.593714347388346,15.07548845351322,6.912158176936366,78.2,0,Monsoon,3.3683664391664743,1
Prunus serotina,0.161,High,Prunus serotina,,,AMF,12.203207501878014,0.7562025912127321,7.873626609081111,12.108849184817437,6.4439682065218085,20.3,0,Monsoon,3.3522532603750794,1
Quercus alba,0.06550435738749713,Med,Sterile,,,AMF,14.110313348805665,-0.014506058873587808,13.312385343210188,12.240370549764288,11.499725547053345,20.8,1,Summer,3.6249443519624407,1
Quercus alba,0.07776305913478178,Med,Quercus alba,,,EMF,7.0394940875468315,3.8083504099005476,10.603116274310608,18.513649558300962,13.306242845889791,43.9,1,Monsoon,0.0,1
Acer saccharum,0.07178374689095218,Med,Prunus serotina,,,EMF,15.716646859050012,0.014375809180697384,10.886395958824298,12.07626144415031,12.418595180939699,49.0,0,Summer,3.125831496113067,1
Prunus serotina,0.06644058172464709,Med,Sterile,,,EMF,13.997661737045847,3.687050741901524,19.19964629876631,12.178149334695396,6.624607787782186,6.0,1,Summer,3.4068323027225964,1
Acer saccharum,0.12250733894044141,Med,Prunus serotina,,,AMF,15.654365217387342,0.3052642184608105,26.924500549982117,18.14755208596879,13.727596810018873,13.4,0,Monsoon,1.5156570959486078,1
Quercus rubra,0.12119322383673684,Med,Populus grandidentata,,,AMF,29.517437742519576,3.352759027307812,12.400813691224789,13.36585215039464,17.603337893683026,26.0,0,Monsoon,3.762929236688376,1
Acer saccharum,0.04998959481025506,Low,Prunus serotina,,,AMF,12.041563966358128,3.678605015504141,13.26726186095179,14.633587293066205,21.397235289982905,42.0,0,Monsoon,2.0114155106596026,1
Acer saccharum,0.06124344261083991,Low,Acer rubrum,,,AMF,17.95204364623657,3.492014123360553,8.820175342138441,11.361748850944844,12.09921179549484,13.4,1,Summer,3.375539019803453,1
Acer saccharum,0.10978590555852998,Low,Sterile,,,AMF,8.132799279932595,0.12838312118521064,11.10130223157431,6.507174197034501,32.275469888919034,26.0,1,Summer,3.3669536281747483,1
Quercus alba,0.09699336139924754,Low,Prunus serotina,,,EMF,13.306128823128416,4.668129496502575,18.19129547261529,14.285613912079269,16.209131700031495,9.8,1,Summer,3.3688830311058715,1
Prunus serotina,0.08723939335736917,Low,Quercus rubra,,,AMF,29.54853332389371,4.708032848308077,19.626756890574065,10.818118023157105,16.077435690809786,38.1,0,Summer,3.606457498589934,1
Prunus serotina,0.08080127165209239,Med,Quercus rubra,,,AMF,1.5885659610093388,4.1399959280543115,10.351560807541151,11.369692248652928,32.84198643664936,29.7,1,Summer,3.101419453765924,1
Quercus alba,0.08075360327668765,Low,Acer rubrum,,,EMF,13.091494780168494,2.481357581585439,13.962887292618547,23.68533656900641,15.605499593747751,54.4,0,Summer,3.3153120384925763,1
Prunus serotina,0.132178907275954,Med,Sterile,,,AMF,12.245200569419174,-0.14461732997333382,8.919488388183428,8.754042099146481,13.908412697785973,38.3,1,Monsoon,3.37122961865987,1
Quercus rubra,0.1234218068518453,Med,Quercus rubra,,,AMF,21.735093257883545,3.9662732644978815,5.104329572793446,12.147488917425695,7.540996338769465,43.9,0,Monsoon,3.329879924391165,1
Quercus rubra,0.10335254174842873,Med,Populus grandidentata,,,AMF,18.162815294384078,0.3892401744042312,17.75832480642305,11.244870363232083,18.831626286935872,44.7,0,Monsoon,3.4061286723659636,1
Acer saccharum,0.09616966560737014,Low,Prunus serotina,,,EMF,16.631507493105495,3.4708710596332986,18.60164612243044,11.851990800675178,6.608073470506086,39.2,1,Summer,2.5571098108217876,1
Acer saccharum,0.07423822242578622,Low,Sterile,,,EMF,11.072372726237958,0.41538271217383327,9.526985421291693,23.162014127851915,6.429235169756747,6.0,1,Monsoon,3.565770263977945,1
Acer saccharum,0.06065937129928001,Low,Quercus rubra,,,EMF,15.377778984069026,3.600795021703437,26.263779707957664,12.265054102892128,32.96342089829798,59.0,0,Summer,3.3659995831338336,1
Prunus serotina,0.13328613847355947,Med,Quercus alba,,,AMF,14.275489372801678,0.16529083113259732,26.355314058626803,18.1517090338292,33.0,71.8,0,Monsoon,3.426819536920871,1
Prunus serotina,0.13610032052949492,Med,Acer saccharum,,,EMF,10.786627925703685,0.07474680192316005,9.898955896052183,11.624967028011532,15.56261610077686,35.9,0,Monsoon,3.5853936136893365,1
Quercus rubra,0.06985864834041376,Med,Quercus rubra,,,AMF,20.457209874535454,2.5157100115494484,20.90722477028539,11.784412322074598,15.583685633728804,12.0,0,Monsoon,3.835443188783236,1
Prunus serotina,0.12078704171409048,Med,Acer rubrum,,,AMF,21.298991731771874,-0.5104192584067792,25.939556714612717,12.52431222610749,33.0,43.5,0,Monsoon,3.7814552824822583,1
Quercus rubra,0.0876040717974838,Med,Acer saccharum,,,EMF,23.17600790418784,2.3183339551159587,4.717238407600779,14.280704547325865,12.339978127465029,26.3,1,Monsoon,3.0524243363653385,1
Quercus rubra,0.07388447778414546,High,Acer saccharum,,,AMF,6.832274267063006,0.6756187430098854,14.651410729671294,16.604063027722038,14.838665894908988,9.2,0,Summer,3.2857911489289933,1
Acer saccharum,0.07250544167817996,Low,Prunus serotina,,,EMF,24.47829824553693,3.8642093379315505,10.250836897616116,7.301519053658974,32.259215107205264,61.7,1,Summer,3.35456328435411,1
Prunus serotina,0.052452646267265764,High,Populus grandidentata,,,EMF,15.335222407320227,4.970327700082328,8.735705593786875,17.920204917140868,17.78250946530438,47.8,0,Monsoon,3.23980571199382,1
Acer saccharum,0.1405506370002163,Low,Sterile,,,AMF,14.981520513485604,0.05210729448141734,25.84542547321824,21.017508166545035,6.639350440077075,56.1,0,Monsoon,3.3811909905377022,1
Quercus alba,0.0826509890397441,Low,Populus grandidentata,,,AMF,15.44331443590129,0.7687330556943376,23.533628890827206,20.31945079527599,11.397455989507302,55.2,1,Summer,3.3427165577549385,1
Acer saccharum,0.04754101767986997,High,Populus grandidentata,,,AMF,23.378896253326793,0.523810912596818,17.128191576274837,18.842918492701575,14.11464644593533,26.0,1,Summer,0.0,1
Quercus alba,0.07542205152943662,Med,Quercus rubra,,,AMF,13.725689985897416,3.5168373520224723,25.186515496549003,14.48471539581398,6.148028013946094,32.8,1,Summer,1.8153635064530707,1
Acer saccharum,0.053151477533424196,Low,Populus grandidentata,,,AMF,41.89334769995356,3.7269251542729576,4.814451412005105,11.691939555732143,7.4962556406426595,19.3,1,Monsoon,2.757862465152776,1
Quercus rubra,0.07357129776224007,Med,Acer rubrum,,,AMF,19.838538167751473,4.37428069895816,11.326598797390727,6.651895259840729,14.078814278144096,51.3,1,Summer,3.3622830798937287,1
Quercus rubra,0.07921914103202018,Med,Sterile,,,EMF,17.21292611295335,3.951817031360605,26.78814274723728,16.1779947934585,6.677704922655007,35.2,0,Monsoon,1.5192472020796113,1
Quercus rubra,0.07853689007437191,Low,Acer saccharum,,,AMF,27.477322506335778,5.03125665456133,20.835321334473633,8.809174633902392,7.459090985150963,43.2,0,Monsoon,3.342708174532086,1
Quercus alba,0.058483112775802766,Low,Sterile,,,AMF,19.155428466216723,0.741067734498936,10.758657986473171,12.183261509543375,32.93792616423804,25.9,0,Monsoon,3.399960026510517,1
Prunus serotina,0.0700545176193938,Med,Populus grandidentata,,,EMF,16.65551944100948,-0.32921198339741936,19.19557298099125,14.934643554239496,7.016230286638745,45.3,1,Monsoon,3.7644477295885244,1
Quercus alba,0.12336902689768005,Med,Sterile,,,EMF,26.978787599469996,0.2675923595189269,6.132346266410815,11.682111044932208,13.287389005775777,44.7,1,Summer,1.5181838914910224,1
Prunus serotina,0.09299469697127932,Low,Acer rubrum,,,AMF,16.323304848965403,0.1927054335977432,24.676189737055935,13.905950549535246,11.711077165820635,52.7,0,Summer,3.406784812414689,1
Prunus serotina,0.07923652706514402,Med,Acer saccharum,,,EMF,25.023780660666684,4.8926961792516686,19.507620319470448,11.98033275432659,6.516592178519697,14.8,0,Monsoon,3.9959153128520626,1
Prunus serotina,0.08968263636773807,Med,Quercus rubra,,,EMF,29.550462877026636,0.6160885835647968,10.874165665292413,6.403460882443497,6.940242152339285,41.4,0,Monsoon,3.2889625431413907,1
Quercus rubra,0.08672951329418534,High,Acer rubrum,,,EMF,20.725069677048005,0.15650981099248137,7.829332897204901,13.479614452434271,16.380827036781547,65.3,0,Summer,3.9355565067427936,1
Prunus serotina,0.10213456555004286,Med,Populus grandidentata,,,AMF,22.154148408932205,4.679286090401173,23.457706640948665,12.081589217340785,11.802833227028282,10.8,0,Summer,3.3093976737326605,1
Prunus serotina,0.08827211227432151,Low,Sterile,,,AMF,19.018618537497762,3.2260759431597505,9.81790807816867,7.73259075525702,7.541276402036943,83.8,1,Monsoon,3.395888788165136,1
Prunus serotina,0.07867601707513175,Med,Sterile,,,AMF,27.974276177208573,5.523190161112956,19.371766679499704,12.51611432470848,6.857125445008507,17.8,0,Monsoon,3.092276539785448,1
Acer saccharum,0.059462543144631654,Low,Populus grandidentata,,,AMF,14.417244695046051,0.7420741650988765,26.738115139589823,22.256821230830017,6.589127935640318,76.3,1,Monsoon,3.414338068434307,1
Acer saccharum,0.09002779538915674,Low,Quercus alba,,,AMF,54.079788535562194,0.036309790617906255,27.543612834606925,8.012816755965897,12.84376906501988,63.6,1,Summer,3.4189153402397965,1
Quercus alba,0.0892432578548198,Med,Acer rubrum,,,EMF,40.220590047500615,3.526076057953944,10.553990821547501,12.450290000169282,21.470704625947647,52.7,0,Summer,3.378187547576839,1
Prunus serotina,0.1064207546647457,Med,Quercus alba,,,EMF,30.328118068855197,1.0119281774270765,18.857430008311898,6.614404592135018,11.659871913998733,17.9,0,Monsoon,3.3486752746370625,1
Quercus alba,0.1103121084339947,Low,Sterile,,,AMF,22.488807914302164,-0.11299580915325658,21.202288787367106,12.081271084320532,7.176030746418605,18.3,1,Summer,3.356834334738172,1
Quercus alba,0.06159976902237519,Low,Acer rubrum,,,EMF,20.54559044771735,0.17116744542607282,9.908294553611091,11.605968770999283,10.171443095508328,20.7,1,Monsoon,3.3530689108514413,1
Acer saccharum,0.0845566410073193,High,Quercus alba,,,AMF,2.516201627593144,3.6374726183517407,6.2762148159840985,12.51174520859536,6.848908964821206,56.7,1,Monsoon,2.250334307829674,1
Quercus alba,0.03407917794904128,High,Prunus serotina,,,EMF,11.431792395718615,4.895090127674868,14.042983597153583,11.238236342468714,16.622083780951332,16.7,0,Summer,3.3508732982340215,1
Quercus rubra,0.050832847024361326,Med,Acer saccharum,,,AMF,22.07893966619112,0.35403264283022773,9.168643185376691,21.51433843522292,7.026482410022428,38.7,0,Monsoon,3.398165768446956,1
Quercus alba,0.08059056122057504,Low,Quercus rubra,,,AMF,25.71010446796376,0.11821771342076953,22.932772535069155,24.286997895286916,13.746897569390304,53.4,1,Summer,3.311002042583537,1
Acer saccharum,0.09744204787524159,Low,Quercus alba,,,AMF,24.44270381271551,4.848169325284609,25.204214254191402,12.215892636269004,33.0,31.6,1,Summer,3.186462897407848,1
Acer saccharum,0.10359438860104427,Low,Prunus serotina,,,EMF,23.78967513033105,0.6392745052390713,18.985097211925307,6.938252727242815,12.837795977066857,60.1,0,Summer,2.5460117320197204,1
Quercus alba,0.076710980257296,Low,Acer rubrum,,,EMF,16.885474187077605,2.5899572942519,14.164873605125472,17.57395187821837,7.515341169877988,37.5,1,Summer,2.991534986725301,1
Quercus alba,0.12338671104856945,Med,Acer saccharum,,,EMF,55.93073286709161,0.2506431523176345,16.974617719365227,13.770744109788005,11.041593178243534,39.6,0,Summer,3.378990286880595,1
Quercus rubra,0.07722425667496205,Med,Quercus alba,,,EMF,13.60130441940475,3.696326900769829,18.4488091713393,13.633768520664727,17.01842275146976,45.1,1,Summer,3.3237319336569686,1
Acer saccharum,0.05379312935196733,Med,Acer rubrum,,,AMF,50.744747136099974,0.5596729165045284,26.463229669738183,6.459651992441338,8.06153280547571,60.7,1,Monsoon,1.9688339277279412,1
Quercus alba,0.10260626233313865,Low,Prunus serotina,,,AMF,17.626043286484244,2.7333556096552023,19.5693027516431,7.079787502998213,32.57176361315068,6.0,0,Monsoon,3.3086935029185613,1
Quercus alba,0.13676115552962675,Low,Sterile,,,AMF,34.68554654798141,0.4493639637993966,23.165546680706672,13.924633988284741,7.000502955379783,27.9,1,Summer,4.466869863144121,1
Quercus rubra,0.11172262855902487,High,Acer saccharum,,,AMF,16.601489399321167,0.7013092726127885,10.002566276466515,19.28689340235195,11.220878544519092,84.7,0,Summer,4.32616256404222,1
Quercus rubra,0.09851281250857422,High,Acer saccharum,,,EMF,13.1506740749995,0.019501218770605705,28.15169026675535,11.917480179452971,7.497910261233728,11.1,1,Monsoon,3.564324556398485,1
Quercus alba,0.10598655386397202,Low,Sterile,,,EMF,14.823147174445264,3.413135511235144,12.709849910922818,8.27043844321374,32.86924102135711,19.3,1,Monsoon,3.380454299992668,1
Quercus rubra,0.05465895033233876,Low,Sterile,,,AMF,26.02410361647694,-0.2697575518915533,19.24112898843249,12.520292439664502,18.798730822916305,38.1,0,Monsoon,3.38046999582364,1
Prunus serotina,0.06301609856364422,Med,Acer rubrum,,,EMF,19.652480926324564,-0.009773862407729483,9.91036378777592,12.156006772411944,13.724503668891836,62.2,0,Summer,2.158380274397052,1
Acer saccharum,0.10711037382951266,Med,Prunus serotina,,,AMF,11.792402763972166,3.8103981055672334,13.414480725213933,17.831347856811547,17.02279815574925,11.0,1,Summer,3.5769909989430007,1
Quercus alba,0.05890468815642748,Low,Prunus serotina,,,EMF,11.904666832533733,0.4234676691941683,10.790376471257266,12.397823405022677,13.571323096498503,6.0,1,Monsoon,3.337103805529355,1
Acer saccharum,0.12523023460708413,Med,Quercus alba,,,AMF,13.47412232696875,4.125472188044496,5.9588601337654215,11.867820013414654,7.343800072904587,45.9,1,Monsoon,3.070797204245285,1
Quercus rubra,0.07224445121052328,Low,Quercus rubra,,,AMF,35.106584770733946,0.6552396123883673,13.825800851783024,11.890842968719117,10.25655769531077,39.7,0,Summer,3.352917932410423,1
Quercus alba,0.1608457481849402,High,Quercus alba,,,EMF,23.173037064791714,-0.565757218272383,14.29557028660116,12.43410174565464,13.97039133299238,21.3,0,Monsoon,3.385084757384076,1
Acer saccharum,0.07462417242898006,Med,Acer rubrum,,,EMF,6.461186331881084,-0.6540211714963347,22.587665385334162,17.047592051636666,6.368007369741118,82.7,1,Summer,3.665647250816026,1
Quercus rubra,0.08662250879059916,Med,Populus grandidentata,,,AMF,14.469137427700803,3.8934682436894934,21.416992666730977,22.529296812055467,6.97797829300422,37.3,1,Monsoon,2.9192906656986866,1
Quercus alba,0.07758374060664514,Med,Acer rubrum,,,EMF,15.2997313054329,2.756236762272771,6.543509950900145,11.597980414630655,12.370332463247546,44.2,1,Summer,2.2257134320647083,1
Quercus rubra,0.14113013213500117,Low,Prunus serotina,,,EMF,37.86969858269556,3.3009845835342033,17.894209413395195,18.738602584673913,33.0,27.1,1,Summer,3.4817526421876988,1
Quercus alba,0.07330326040657296,Med,Quercus alba,,,AMF,17.49212637631694,0.6761122618950652,25.801529883781644,8.206796868939529,32.723900452647484,72.8,0,Summer,3.3168310696725527,1
Quercus rubra,0.0806203524809957,Low,Populus grandidentata,,,AMF,25.947519636082436,0.27828106226309113,27.19227512478218,12.188863883308825,7.328286777995606,21.6,0,Monsoon,3.322560478409032,1
